time,avg_queue_time_a,avg_queue_time_b,avg_queue_time_c,avg_wait_time,avg_wait_person,avg_wait_person_a,avg_wait_person_b,avg_wait_person_c,total_agts,time_in_park,time_in_queue,average_score,average_profits,average_profits_a,average_profits_b,average_profits_c
4121.522800000702,7.5,6,1.5,5,0.22556390977443608,0.11278195488721804,0.09022556390977443,0.022556390977443608,20687,18.005282021342044,7.490011676559316,115.73350877192986,3.819548872180451,1.2481203007518797,1.368421052631579,1.0225563909774436
4122.022400000695,7.5,3,1,3.8333333333333335,0.17293233082706766,0.11278195488721804,0.045112781954887216,0.015037593984962405,20688,18.0050952728451,7.489775399335126,118.24942355889726,4.135338345864661,1.3984962406015038,1.7593984962406015,0.6917293233082706
4122.5226000006805,7.5,4.5,1,4.333333333333333,0.19548872180451127,0.11278195488721804,0.06766917293233082,0.015037593984962405,20689,18.005145294155692,7.489660764091596,117.61606516290728,4.090225563909774,1.2781954887218046,1.7744360902255638,0.6917293233082706
4123.022300000697,10,6,1,5.666666666666667,0.25757575757575757,0.15151515151515152,0.09090909090909091,0.015151515151515152,20691,18.004663002415704,7.489216401575962,117.35303030303032,4.106060606060606,1.7575757575757576,1.7727272727272727,0.2878787878787879
4123.523500000683,7.5,6,1.5,5,0.22727272727272727,0.11363636363636363,0.09090909090909091,0.022727272727272728,20694,18.003754498589522,7.488441461595833,118.91505050505049,4.212121212121212,1.5757575757575757,1.7727272727272727,0.3333333333333333
4124.0223000006945,7.5,6,1,4.833333333333333,0.21804511278195488,0.11278195488721804,0.09022556390977443,0.015037593984962405,20698,18.002878677364343,7.487704027879091,118.22375939849623,4.165413533834586,1.8345864661654134,1.5639097744360901,0.3007518796992481
4124.52200000068,5,6,1,4,0.17777777777777778,0.07407407407407407,0.08888888888888889,0.014814814814814815,20701,18.00257544815056,7.487409640506994,120.88296296296295,4.385185185185185,1.7185185185185186,1.6592592592592592,0.3851851851851852
4125.022000000678,5,3,1,3,0.144,0.08,0.048,0.016,20705,18.002379332685344,7.486354065435702,116.83391999999999,4.64,1.84,1.888,0.384
4125.521700000694,5,3,1,3,0.13953488372093023,0.07751937984496124,0.046511627906976744,0.015503875968992248,20710,18.002217255397262,7.486153895988213,115.80348837209301,4.449612403100775,1.7674418604651163,1.7829457364341086,0.37209302325581395
4126.021700000694,5,6,1,4,0.183206106870229,0.07633587786259542,0.0916030534351145,0.015267175572519083,20712,18.002217255397262,7.486153895988213,117.01697201017812,4.442748091603053,2.2290076335877864,1.297709923664122,0.1984732824427481
4126.52140000068,5,6,1,4,0.18045112781954886,0.07518796992481203,0.09022556390977443,0.015037593984962405,20714,18.002217255397262,7.486153895988213,116.7610776942356,4.37593984962406,1.8646616541353382,1.2932330827067668,0.22556390977443608
4127.021300000685,7.5,6,1,4.833333333333333,0.21804511278195488,0.11278195488721804,0.09022556390977443,0.015037593984962405,20718,18.001625779289014,7.485521820095544,116.36721804511278,4.3007518796992485,2.3909774436090228,1.5789473684210527,0.13533834586466165
4127.521300000684,10,6,1,5.666666666666667,0.2595419847328244,0.15267175572519084,0.0916030534351145,0.015267175572519083,20720,18.000699402593504,7.484371913805111,114.31195928753179,4.198473282442748,2.16793893129771,1.6030534351145038,0.3053435114503817
4128.022900000678,10,3,1,4.666666666666667,0.20588235294117646,0.14705882352941177,0.04411764705882353,0.014705882352941176,20728,18.00014083139072,7.483556721056726,115.49982843137252,4.338235294117647,2.1029411764705883,1.0735294117647058,0.25
4128.521100000667,7.5,3,1,3.8333333333333335,0.1678832116788321,0.10948905109489052,0.043795620437956206,0.014598540145985401,20730,17.999753961702083,7.483246734327204,116.221703163017,4.4963503649635035,1.8832116788321167,1.562043795620438,0.24817518248175183
4129.021100000665,7.5,6,1,4.833333333333333,0.20714285714285716,0.10714285714285714,0.08571428571428572,0.014285714285714285,20733,17.999753961702083,7.483246734327204,116.95861904761902,4.457142857142857,1.8857142857142857,1.4857142857142858,0.22857142857142856
4129.520700000688,5,6,1,4,0.17142857142857143,0.07142857142857142,0.08571428571428572,0.014285714285714285,20736,17.998998187350182,7.482629313135242,117.24930952380954,4.6,1.8714285714285714,1.6,0.4142857142857143
4130.0208000006805,5,6,1,4,0.18045112781954886,0.07518796992481203,0.09022556390977443,0.015037593984962405,20738,18.001724500525647,7.484542586750793,113.70355889724314,4.466165413533835,2.0902255639097747,1.7293233082706767,0.40601503759398494
4130.520900000673,5,6,1,4,0.1791044776119403,0.07462686567164178,0.08955223880597014,0.014925373134328358,20743,18.001293933071196,7.483782166367448,111.39738805970151,4.2388059701492535,1.9104477611940298,1.6567164179104477,0.40298507462686567
4131.020500000665,5,6,1,4,0.17777777777777778,0.07407407407407407,0.08888888888888889,0.014814814814814815,20747,18.001717446147758,7.483836276602631,114.45096296296299,4.518518518518518,2.1185185185185187,2.0444444444444443,0.2222222222222222
4131.520400000671,5,3,1,3,0.12857142857142856,0.07142857142857142,0.04285714285714286,0.014285714285714285,20752,18.001717446147758,7.483836276602631,112.29519047619051,4.357142857142857,2.0142857142857142,1.5285714285714285,0.32857142857142857
4132.020500000664,10,4.5,1,5.166666666666667,0.21678321678321677,0.13986013986013987,0.06293706293706294,0.013986013986013986,20757,18.001654215581528,7.483734355292524,112.67501165501169,4.27972027972028,2.2517482517482517,1.2867132867132867,0.23776223776223776
4132.520500000661,10,6,1,5.666666666666667,0.2328767123287671,0.136986301369863,0.0821917808219178,0.0136986301369863,20760,18.001654215581528,7.483734355292524,112.4145662100457,4.191780821917808,1.9726027397260273,1.2602739726027397,0.2602739726027397
4133.020700000678,10,6,1,5.666666666666667,0.24113475177304963,0.14184397163120568,0.0851063829787234,0.014184397163120567,20762,18.001842781630263,7.483243618964491,110.74751773049648,4.042553191489362,2.127659574468085,1.3475177304964538,0.3971631205673759
4133.520600000654,7.5,6,1,4.833333333333333,0.20863309352517986,0.1079136690647482,0.08633093525179857,0.014388489208633094,20765,18.000741782216508,7.482268334464596,110.56817745803362,4.201438848920863,1.6546762589928057,1.381294964028777,0.4316546762589928
4134.02000000066,7.5,6,1,4.833333333333333,0.20422535211267606,0.1056338028169014,0.08450704225352113,0.014084507042253521,20769,18.000635089930558,7.482110825616914,111.26612676056341,4.140845070422535,1.619718309859155,1.4647887323943662,0.3380281690140845
4134.519900000663,5,4.5,1,3.5,0.14685314685314685,0.06993006993006994,0.06293706293706294,0.013986013986013986,20771,18.000386206450663,7.4819517161140245,116.97086247086249,4.769230769230769,1.3006993006993006,1.5804195804195804,0.36363636363636365
4135.019700000676,5,6,1,4,0.17266187050359713,0.07194244604316546,0.08633093525179857,0.014388489208633094,20773,18.01810926949037,7.49341701398986,118.90916067146286,4.086330935251799,2.0431654676258995,1.5539568345323742,0.11510791366906475
4135.51960000065,7.5,6,1,4.833333333333333,0.20422535211267606,0.1056338028169014,0.08450704225352113,0.014084507042253521,20778,18.017798992052608,7.493028364670161,117.26389671361504,3.9577464788732395,1.8591549295774648,1.1267605633802817,0.14084507042253522
